continent,year,month,US_imports,US_exports,US_trade_deficit,US_ unemployment_rate,US_housing_price_index,number_of_covid_cases_US,number_of_covid_deaths,global_container_freight_index
Asia,2020,Feb,69681.1821,38221.89667,-31459.28543,3.5,283.64,66,2,1331
Asia,2020,Mar,71420.71613,39186.1039,-32234.61223,4.4,286.34,212592,4947,1400
Asia,2020,Apr,78177.43823,33263.88534,-44913.55289,14.7,288.64,878237,60329,1439
Asia,2020,May,78224.42328,32378.089,-45846.33428,13.2,289.54,743386,41797,1459
Asia,2020,Jun,79890.45973,33389.53461,-46500.92512,11,293.23,860959,20649,1785
Asia,2020,Jul,88897.41509,33721.85967,-55175.55542,10.2,296.61,1940971,30604,1762
Asia,2020,Aug,91254.10189,36537.79618,-54716.30571,8.4,300.72,1478495,30610,1946
Asia,2020,Sep,93252.44706,36857.21117,-56395.23589,7.9,304.59,1220261,21822,2247
Asia,2020,Oct,100477.4649,42721.4497,-57756.0152,6.9,307.83,1935667,24008,2231
Asia,2020,Nov,98510.94421,41058.18992,-57452.75429,6.7,310.16,4432394,41976,2443
Asia,2020,Dec,95705.51485,45268.31293,-50437.20192,6.7,312.32,6373304,82375,3143
Asia,2021,Jan,91806.19088,43444.88849,-48361.30239,6.4,315.03,6088193,97856,4087
Asia,2021,Feb,81170.09323,37215.31448,-43954.77875,6.2,319.68,2342966,61920,4302
Asia,2021,Mar,102699.0262,48966.616,-53732.4102,6,327.16,1795768,32013,4111
Asia,2021,Apr,98542.3046,46123.83096,-52418.47364,6,334.92,1844608,20769,4375
Asia,2021,May,100958.3406,45265.79897,-55692.54163,5.8,342.48,897760,16312,5165
Asia,2021,Jun,102352.9446,45609.65738,-56743.28722,5.9,348.93,392130,9505,6217
Asia,2021,Jul,103066.8591,44831.46018,-58235.39892,5.4,353.89,1378269,9450,8848
Asia,2021,Aug,109376.2541,44052.35339,-65323.90071,5.2,356.45,4245784,33309,10323
Asia,2021,Sep,110736.6834,42647.9268,-68088.7566,4.7,358.8,4101005,54479,10839
Asia,2021,Oct,112754.2213,52816.85477,-59937.36653,4.6,361.55,2433668,42996,10194
Asia,2021,Nov,113274.9445,50432.11395,-62842.83055,4.2,361.59,2561250,30393,9353
Asia,2021,Dec,113274.9491,50432.0687,-62842.8804,3.9,361.62,6340666,37560,9293
Australia and Oceania,1997,Jan,488.2,1048.5,560.3,5.3,116.63,0,0,
Australia and Oceania,1997,Feb,374,1024.6,650.6,5.2,116.92,0,0,
Australia and Oceania,1997,Mar,500.6,1270.6,770,5.2,117.86,0,0,
Australia and Oceania,1997,Apr,550.6,1063.1,512.5,5.1,118.33,0,0,
Australia and Oceania,1997,May,587.6,1192.3,604.7,4.9,119.16,0,0,
Australia and Oceania,1997,Jun,572.3,1529,956.7,5,119.6,0,0,
Australia and Oceania,1997,Jul,610,1230.1,620.1,4.9,119.89,0,0,
Australia and Oceania,1997,Aug,587.7,1264.5,676.8,4.8,120.3,0,0,
Australia and Oceania,1997,Sep,575.1,1234.6,659.5,4.9,120.11,0,0,
Australia and Oceania,1997,Oct,585.5,1308.1,722.6,4.7,120.49,0,0,
Australia and Oceania,1997,Nov,497.2,1146.5,649.3,4.6,120.66,0,0,
Australia and Oceania,1997,Dec,535,1138.1,603.1,4.7,120.7,0,0,
Australia and Oceania,1998,Jan,512.6,1132.3,619.7,4.6,120.87,0,0,
Australia and Oceania,1998,Feb,570.7,1259.1,688.4,4.6,121.71,0,0,
Australia and Oceania,1998,Mar,641.5,1345.3,703.8,4.7,122.59,0,0,
Australia and Oceania,1998,Apr,645.5,1147.4,501.9,4.3,123.45,0,0,
Australia and Oceania,1998,May,635.1,1118.4,483.3,4.4,124.37,0,0,
Australia and Oceania,1998,Jun,668,1086.2,418.2,4.5,125.56,0,0,
Australia and Oceania,1998,Jul,645,1144.6,499.6,4.5,125.85,0,0,
Australia and Oceania,1998,Aug,631.9,1265.5,633.6,4.5,126.31,0,0,
Australia and Oceania,1998,Sep,586.8,1122.7,535.9,4.6,126.78,0,0,
Australia and Oceania,1998,Oct,650.7,1432.3,781.6,4.5,127.05,0,0,
Australia and Oceania,1998,Nov,545.9,1095.8,549.9,4.4,127.6,0,0,
Australia and Oceania,1998,Dec,639.7,1066.8,427.1,4.4,127.82,0,0,
Australia and Oceania,1999,Jan,548.1,990.8,442.7,4.3,128.28,0,0,
Australia and Oceania,1999,Feb,477.4,960.3,482.9,4.4,128.76,0,0,
Australia and Oceania,1999,Mar,496.5,1091.9,595.4,4.2,129.83,0,0,
Australia and Oceania,1999,Apr,625.9,1019.5,393.6,4.3,130.79,0,0,
Australia and Oceania,1999,May,649.1,1126.9,477.8,4.2,132.06,0,0,
Australia and Oceania,1999,Jun,698.4,1163.3,464.9,4.3,133.1,0,0,
Australia and Oceania,1999,Jul,644.4,1052.3,407.9,4.3,133.79,0,0,
Australia and Oceania,1999,Aug,664.9,1164.7,499.8,4.2,134.5,0,0,
Australia and Oceania,1999,Sep,696,1471.2,775.2,4.2,134.58,0,0,
Australia and Oceania,1999,Oct,622.2,1646.3,1024.1,4.1,135.11,0,0,
Australia and Oceania,1999,Nov,620.8,1288.1,667.3,4.1,135.31,0,0,
Australia and Oceania,1999,Dec,637.7,1188.1,550.4,4,135.6,0,0,
Australia and Oceania,2000,Jan,678.8,1136.1,457.3,4,136.94,0,0,
Australia and Oceania,2000,Feb,554.2,1134.8,580.6,4.1,136.7,0,0,
Australia and Oceania,2000,Mar,678.7,1209.6,530.9,4,138.27,0,0,
Australia and Oceania,2000,Apr,731.1,1378.4,647.3,3.8,139.57,0,0,
Australia and Oceania,2000,May,789.5,1227.8,438.3,4,140.69,0,0,
Australia and Oceania,2000,Jun,803.4,1334.6,531.2,4,142.11,0,0,
Australia and Oceania,2000,Jul,776.2,1205.9,429.7,4,142.83,0,0,
Australia and Oceania,2000,Aug,802.9,1398.2,595.3,4.1,143.27,0,0,
Australia and Oceania,2000,Sep,765.5,1187,421.5,3.9,143.87,0,0,
Australia and Oceania,2000,Oct,692.4,1207.4,515,3.9,144.33,0,0,
Australia and Oceania,2000,Nov,771.8,1205.6,433.8,3.9,144.79,0,0,
Australia and Oceania,2000,Dec,786.4,1200,413.6,3.9,145.24,0,0,
Australia and Oceania,2001,Jan,757.2,1010.5,253.3,4.2,145.85,0,0,
Australia and Oceania,2001,Feb,600.8,1081.5,480.7,4.2,146.8,0,0,
Australia and Oceania,2001,Mar,722.3,1387.4,665.1,4.3,148.13,0,0,
Australia and Oceania,2001,Apr,792.2,1014.5,222.3,4.4,149.4,0,0,
Australia and Oceania,2001,May,783.6,1280.4,496.8,4.3,150.63,0,0,
Australia and Oceania,2001,Jun,809.2,1075.1,265.9,4.5,151.88,0,0,
Australia and Oceania,2001,Jul,809.1,1035.5,226.4,4.6,152.74,0,0,
Australia and Oceania,2001,Aug,777.9,1041.4,263.5,4.9,153.31,0,0,
Australia and Oceania,2001,Sep,776.1,1087.3,311.2,5,153.85,0,0,
Australia and Oceania,2001,Oct,801.9,1121.1,319.2,5.3,154.43,0,0,
Australia and Oceania,2001,Nov,725,1052.4,327.4,5.5,154.4,0,0,
Australia and Oceania,2001,Dec,678.6,1191.9,513.3,5.7,154.93,0,0,
Australia and Oceania,2002,Jan,704.9,1109.2,404.3,5.7,155.46,0,0,
Australia and Oceania,2002,Feb,548.5,1058.6,510.1,5.7,156.36,0,0,
Australia and Oceania,2002,Mar,663.3,1252.7,589.4,5.7,157.9,0,0,
Australia and Oceania,2002,Apr,814.5,1104.9,290.4,5.9,159.2,0,0,
Australia and Oceania,2002,May,879.8,1405.7,525.9,5.8,160.93,0,0,
Australia and Oceania,2002,Jun,783.6,1354,570.4,5.8,162.49,0,0,
Australia and Oceania,2002,Jul,905.7,1588,682.3,5.8,163.57,0,0,
Australia and Oceania,2002,Aug,807.2,1196.1,388.9,5.7,164.47,0,0,
Australia and Oceania,2002,Sep,752.5,1176.5,424,5.7,165.17,0,0,
Australia and Oceania,2002,Oct,770.8,1307.1,536.3,5.7,165.94,0,0,
Australia and Oceania,2002,Nov,681,1164.7,483.7,5.9,166.29,0,0,
Australia and Oceania,2002,Dec,814.4,1466.2,651.8,6,166.97,0,0,
Australia and Oceania,2003,Jan,750.088933,998.377598,248.288665,5.8,167.51,0,0,
Australia and Oceania,2003,Feb,565.30508,1152.273701,586.968621,5.9,168.62,0,0,
Australia and Oceania,2003,Mar,728.288831,1151.276513,422.987682,5.9,169.78,0,0,
Australia and Oceania,2003,Apr,792.355482,1039.80088,247.445398,6,171.36,0,0,
Australia and Oceania,2003,May,849.690769,1209.800736,360.109967,6.1,173.05,0,0,
Australia and Oceania,2003,Jun,748.911207,1494.488513,745.577306,6.3,174.46,0,0,
Australia and Oceania,2003,Jul,813.408349,1588.160325,774.751976,6.2,175.81,0,0,
Australia and Oceania,2003,Aug,872.686503,1328.89351,456.207007,6.1,176.94,0,0,
Australia and Oceania,2003,Sep,753.47166,1328.55651,575.08485,6.1,178.04,0,0,
Australia and Oceania,2003,Oct,777.910029,1380.258518,602.348489,6,178.63,0,0,
Australia and Oceania,2003,Nov,743.025638,1262.763523,519.737885,5.8,179.39,0,0,
Australia and Oceania,2003,Dec,800.215662,1298.79279,498.577128,5.7,180.26,0,0,
Australia and Oceania,2004,Jan,849.183518,1265.280313,416.096795,5.7,180.77,0,0,
Australia and Oceania,2004,Feb,685.36676,1307.643284,622.276524,5.6,182.32,0,0,
Australia and Oceania,2004,Mar,929.943583,1367.742848,437.799265,5.8,184.32,0,0,
Australia and Oceania,2004,Apr,823.567277,1238.739697,415.17242,5.6,186.51,0,0,
Australia and Oceania,2004,May,935.059922,1394.097903,459.037981,5.6,189.16,0,0,
Australia and Oceania,2004,Jun,952.837704,1287.60344,334.765736,5.6,191.73,0,0,
Australia and Oceania,2004,Jul,1026.659167,1467.825085,441.165918,5.5,193.33,0,0,
Australia and Oceania,2004,Aug,958.828595,1407.272764,448.444169,5.4,194.62,0,0,
Australia and Oceania,2004,Sep,846.606536,1368.184974,521.578438,5.4,195.7,0,0,
Australia and Oceania,2004,Oct,919.332627,1478.671116,559.338489,5.5,196.61,0,0,
Australia and Oceania,2004,Nov,914.780959,1380.741447,465.960488,5.4,197.64,0,0,
Australia and Oceania,2004,Dec,1078.151381,1408.193297,330.041916,5.4,198.63,0,0,
Australia and Oceania,2005,Jan,812.108943,1336.742837,524.633894,5.3,199.26,0,0,
Australia and Oceania,2005,Feb,673.683521,1386.726329,713.042808,5.4,201.03,0,0,
Australia and Oceania,2005,Mar,949.982848,1584.620006,634.637158,5.2,203.88,0,0,
Australia and Oceania,2005,Apr,913.054578,1531.995364,618.940786,5.2,206.49,0,0,
Australia and Oceania,2005,May,985.953761,1526.719338,540.765577,5.1,209.21,0,0,
Australia and Oceania,2005,Jun,1007.91425,1559.286725,551.372475,5,211.77,0,0,
Australia and Oceania,2005,Jul,1067.935678,1619.617823,551.682145,5,213.8,0,0,
Australia and Oceania,2005,Aug,862.562135,1573.002243,710.440108,4.9,215.23,0,0,
Australia and Oceania,2005,Sep,869.668059,1562.274372,692.606313,5,216.6,0,0,
Australia and Oceania,2005,Oct,907.996625,1624.886148,716.889523,5,217.15,0,0,
Australia and Oceania,2005,Nov,903.065006,1722.210449,819.145443,5,217.71,0,0,
Australia and Oceania,2005,Dec,911.229053,1625.353854,714.124801,4.9,218.11,0,0,
Australia and Oceania,2006,Jan,961.481547,1799.10892,837.627373,4.7,218.61,0,0,
Australia and Oceania,2006,Feb,695.482795,1537.637127,842.154332,4.8,219.59,0,0,
Australia and Oceania,2006,Mar,1032.125238,1630.095609,597.970371,4.7,221.24,0,0,
Australia and Oceania,2006,Apr,908.01495,1625.394297,717.379347,4.7,222.66,0,0,
Australia and Oceania,2006,May,961.495502,1766.122455,804.626953,4.6,224.42,0,0,
Australia and Oceania,2006,Jun,1032.099409,1538.90775,506.808341,4.6,225.23,0,0,
Australia and Oceania,2006,Jul,1125.632496,1815.665611,690.033115,4.7,224.95,0,0,
Australia and Oceania,2006,Aug,1004.076567,1767.64941,763.572843,4.7,225.47,0,0,
Australia and Oceania,2006,Sep,962.997384,1720.070446,757.073062,4.5,224.66,0,0,
Australia and Oceania,2006,Oct,892.009517,2000.471263,1108.461746,4.4,224.27,0,0,
Australia and Oceania,2006,Nov,1043.342954,1781.903126,738.560172,4.5,223.97,0,0,
Australia and Oceania,2006,Dec,1082.905335,1757.823203,674.917868,4.4,223.02,0,0,
Australia and Oceania,2007,Jan,1002.635885,1766.251102,763.615217,4.6,222.91,0,0,
Australia and Oceania,2007,Feb,754.054928,1595.523838,841.46891,4.5,223.59,0,0,
Australia and Oceania,2007,Mar,966.381377,1919.178049,952.796672,4.4,225.32,0,0,
Australia and Oceania,2007,Apr,1022.873665,1634.156922,611.283257,4.5,226.5,0,0,
Australia and Oceania,2007,May,1118.710603,1992.903004,874.192401,4.4,226.77,0,0,
Australia and Oceania,2007,Jun,1043.601532,1832.403479,788.801947,4.6,226.72,0,0,
Australia and Oceania,2007,Jul,1115.924154,1744.645343,628.721189,4.7,225.44,0,0,
Australia and Oceania,2007,Aug,1157.864402,2040.417138,882.552736,4.6,224.22,0,0,
Australia and Oceania,2007,Sep,883.432029,1943.576173,1060.144144,4.7,222.51,0,0,
Australia and Oceania,2007,Oct,1056.703602,1979.462974,922.759372,4.7,220.12,0,0,
Australia and Oceania,2007,Nov,952.760285,1921.680596,968.920311,4.7,217.61,0,0,
Australia and Oceania,2007,Dec,1102.303344,2015.396422,913.093078,5,215.35,0,0,
Australia and Oceania,2008,Jan,1186.526873,1808.395559,621.868686,5,212.62,0,0,
Australia and Oceania,2008,Feb,926.527546,2072.078373,1145.550827,4.9,211.87,0,0,
Australia and Oceania,2008,Mar,1006.611022,2360.704899,1354.093877,5.1,210.78,0,0,
Australia and Oceania,2008,Apr,1129.509471,1862.773804,733.264333,5,209.71,0,0,
Australia and Oceania,2008,May,1248.604982,2271.204435,1022.599453,5.4,208.8,0,0,
Australia and Oceania,2008,Jun,1438.617965,2297.338422,858.720457,5.6,208.32,0,0,
Australia and Oceania,2008,Jul,1338.185315,2358.789119,1020.603804,5.8,206.24,0,0,
Australia and Oceania,2008,Aug,1296.254788,2283.431931,987.177143,6.1,203.88,0,0,
Australia and Oceania,2008,Sep,1313.2522,2097.822291,784.570091,6.1,201.25,0,0,
Australia and Oceania,2008,Oct,1128.693885,2248.393141,1119.699256,6.5,199.1,0,0,
Australia and Oceania,2008,Nov,1051.154074,2020.060711,968.906637,6.8,194.7,0,0,
Australia and Oceania,2008,Dec,1132.961855,1686.108261,553.146406,7.3,192.95,0,0,
Australia and Oceania,2009,Jan,1053.214555,1575.832352,522.617797,7.8,193.61,0,0,
Australia and Oceania,2009,Feb,821.324654,1762.057672,940.733018,8.3,194.34,0,0,
Australia and Oceania,2009,Mar,965.747685,2070.378542,1104.630857,8.7,192.71,0,0,
Australia and Oceania,2009,Apr,923.202543,1486.769762,563.567219,9,192.84,0,0,
Australia and Oceania,2009,May,863.956603,1726.236822,862.280219,9.4,194.22,0,0,
Australia and Oceania,2009,Jun,809.406381,1784.398915,974.992534,9.5,195,0,0,
Australia and Oceania,2009,Jul,928.227706,1602.329448,674.101742,9.5,194.31,0,0,
Australia and Oceania,2009,Aug,790.331616,1993.654887,1203.323271,9.6,193.65,0,0,
Australia and Oceania,2009,Sep,866.689501,1920.926235,1054.236734,9.8,192.58,0,0,
Australia and Oceania,2009,Oct,951.744471,2339.428725,1387.684254,10,192.47,0,0,
Australia and Oceania,2009,Nov,926.839464,2022.449861,1095.610397,9.9,192.29,0,0,
Australia and Oceania,2009,Dec,1020.660288,2131.025307,1110.365019,9.9,189,0,0,
Australia and Oceania,2010,Jan,845.445604,1821.529413,976.083809,9.8,188.07,0,0,
Australia and Oceania,2010,Feb,799.93737,1813.188085,1013.250715,9.8,187.6,0,0,
Australia and Oceania,2010,Mar,1019.523832,2191.345065,1171.821233,9.9,188.16,0,0,
Australia and Oceania,2010,Apr,999.868895,2062.938693,1063.069798,9.9,189.9,0,0,
Australia and Oceania,2010,May,1054.523015,2072.641024,1018.118009,9.6,191.57,0,0,
Australia and Oceania,2010,Jun,1024.122756,2040.853684,1016.730928,9.4,190.62,0,0,
Australia and Oceania,2010,Jul,1132.488435,2092.811694,960.323259,9.4,189.45,0,0,
Australia and Oceania,2010,Aug,932.35445,2013.909859,1081.555409,9.5,188.66,0,0,
Australia and Oceania,2010,Sep,995.88969,2288.358361,1292.468671,9.5,186.03,0,0,
Australia and Oceania,2010,Oct,945.476335,2342.812789,1397.336454,9.4,185.71,0,0,
Australia and Oceania,2010,Nov,1025.770185,2247.543864,1221.773679,9.8,184.42,0,0,
Australia and Oceania,2010,Dec,1003.577427,2332.021563,1328.444136,9.3,181.6,0,0,
Australia and Oceania,2011,Jan,923.939614,2139.493106,1215.553492,9.1,179.52,0,0,
Australia and Oceania,2011,Feb,834.961656,2470.981132,1636.019476,9,178.07,0,0,
Australia and Oceania,2011,Mar,1205.851663,2287.320624,1081.468961,9,176.99,0,0,
Australia and Oceania,2011,Apr,1266.666147,2305.231411,1038.565264,9.1,178.97,0,0,
Australia and Oceania,2011,May,1236.192589,2440.006884,1203.814295,9,180.27,0,0,
Australia and Oceania,2011,Jun,1187.541825,2652.347577,1464.805752,9.1,181.88,0,0,
Australia and Oceania,2011,Jul,1210.948145,2891.316961,1680.368816,9,182.16,0,0,
Australia and Oceania,2011,Aug,1297.811187,2747.281836,1449.470649,9,181.02,0,0,
Australia and Oceania,2011,Sep,1156.035146,2833.547923,1677.512777,9,181.22,0,0,
Australia and Oceania,2011,Oct,1075.339545,3421.06054,2345.720995,8.8,179.49,0,0,
Australia and Oceania,2011,Nov,1191.850877,2953.521289,1761.670412,8.6,179.7,0,0,
Australia and Oceania,2011,Dec,1278.062713,2946.151387,1668.088674,8.5,178.76,0,0,
Australia and Oceania,2012,Jan,1035.442274,2821.769835,1786.327561,8.3,176.95,0,0,
Australia and Oceania,2012,Feb,1020.288147,2764.98947,1744.701323,8.3,177.43,0,0,
Australia and Oceania,2012,Mar,1192.252001,3160.628541,1968.37654,8.2,180.12,0,0,
Australia and Oceania,2012,Apr,1096.719628,2700.803796,1604.084168,8.2,182.65,0,0,
Australia and Oceania,2012,May,1286.733051,2979.457631,1692.72458,8.2,185.61,0,0,
Australia and Oceania,2012,Jun,1247.91233,3128.681425,1880.769095,8.2,187.52,0,0,
Australia and Oceania,2012,Jul,1140.552813,3112.164736,1971.611923,8.2,187.81,0,0,
Australia and Oceania,2012,Aug,1134.618329,3032.906193,1898.287864,8.1,188.22,0,0,
Australia and Oceania,2012,Sep,939.949007,2976.264149,2036.315142,7.8,188.04,0,0,
Australia and Oceania,2012,Oct,1042.69828,2959.091368,1916.393088,7.8,188.07,0,0,
Australia and Oceania,2012,Nov,1136.95845,2939.596906,1802.638456,7.7,188.26,0,0,
Australia and Oceania,2012,Dec,1191.714039,2868.741516,1677.027477,7.9,187.76,0,0,
Australia and Oceania,2013,Jan,1162.754407,2258.167509,1095.413102,8,187.95,0,0,
Australia and Oceania,2013,Feb,924.092689,2228.348862,1304.256173,7.7,189.22,0,0,
Australia and Oceania,2013,Mar,1130.915068,2542.985761,1412.070693,7.5,192.61,0,0,
Australia and Oceania,2013,Apr,1294.038184,2301.402287,1007.364103,7.6,195.26,0,0,
Australia and Oceania,2013,May,1168.769464,2531.380418,1362.610954,7.5,198.8,0,0,
Australia and Oceania,2013,Jun,1092.253309,2845.898699,1753.64539,7.5,201.28,0,0,
Australia and Oceania,2013,Jul,1155.742185,2580.604771,1424.862586,7.3,202.32,0,0,
Australia and Oceania,2013,Aug,1073.284968,2546.531772,1473.246804,7.2,201.9,0,0,
Australia and Oceania,2013,Sep,934.455584,2512.641613,1578.186029,7.2,201.89,0,0,
Australia and Oceania,2013,Oct,1069.940685,2649.923529,1579.982844,7.2,201.28,0,0,
Australia and Oceania,2013,Nov,1139.377708,2344.585303,1205.207595,6.9,200.71,0,0,
Australia and Oceania,2013,Dec,1067.597382,2695.391931,1627.794549,6.7,200.49,0,0,
Australia and Oceania,2014,Jan,1132.202526,2436.531265,1304.328739,6.6,200.12,0,0,
Australia and Oceania,2014,Feb,976.817651,2333.145523,1356.327872,6.7,201.06,0,0,
Australia and Oceania,2014,Mar,1182.098247,2513.03603,1330.937783,6.7,203.62,0,0,
Australia and Oceania,2014,Apr,1345.387063,2664.572954,1319.185891,6.2,205.79,0,0,
Australia and Oceania,2014,May,1327.524062,2448.649099,1121.125037,6.3,208.13,0,0,
Australia and Oceania,2014,Jun,1257.449881,2671.733579,1414.283698,6.1,210.51,0,0,
Australia and Oceania,2014,Jul,1298.566495,2977.298045,1678.73155,6.2,211.22,0,0,
Australia and Oceania,2014,Aug,1397.961084,2774.951004,1376.98992,6.1,210.81,0,0,
Australia and Oceania,2014,Sep,1253.223648,3096.425625,1843.201977,5.9,209.96,0,0,
Australia and Oceania,2014,Oct,1337.85082,2798.176248,1460.325428,5.7,210,0,0,
Australia and Oceania,2014,Nov,1244.750768,2469.133782,1224.383014,5.8,210.26,0,0,
Australia and Oceania,2014,Dec,1387.264563,2477.084214,1089.819651,5.6,210.29,0,0,
Australia and Oceania,2015,Jan,1302.378777,2295.460948,993.082171,5.7,209.34,0,0,
Australia and Oceania,2015,Feb,1156.585792,2063.537116,906.951324,5.5,211.29,0,0,
Australia and Oceania,2015,Mar,1400.890555,2495.416589,1094.526034,5.4,214.01,0,0,
Australia and Oceania,2015,Apr,1418.200549,2392.860375,974.659826,5.4,216.22,0,0,
Australia and Oceania,2015,May,1457.890398,2532.163193,1074.272795,5.6,219.39,0,0,
Australia and Oceania,2015,Jun,1379.435437,2385.890342,1006.454905,5.3,221.41,0,0,
Australia and Oceania,2015,Jul,1302.629309,3016.083722,1713.454413,5.2,222.3,0,0,
Australia and Oceania,2015,Aug,1411.17177,2648.871493,1237.699723,5.1,221.62,0,0,
Australia and Oceania,2015,Sep,1319.909855,2413.393933,1093.484078,5,221.6,0,0,
Australia and Oceania,2015,Oct,1175.283549,2489.355124,1314.071575,5,221.53,0,0,
Australia and Oceania,2015,Nov,1116.77736,2362.3486,1245.57124,5.1,221.93,0,0,
Australia and Oceania,2015,Dec,1179.198544,2226.95091,1047.752366,5,221.58,0,0,
Australia and Oceania,2016,Jan,1176.649526,1786.556695,609.907169,4.8,221.52,0,0,
Australia and Oceania,2016,Feb,1057.444936,1839.094402,781.649466,4.9,222.25,0,0,
Australia and Oceania,2016,Mar,1186.398154,2170.848741,984.450587,5,226.07,0,0,
Australia and Oceania,2016,Apr,1216.707443,2216.60732,999.899877,5.1,228.59,0,0,
Australia and Oceania,2016,May,1383.11952,2201.035928,817.916408,4.8,231.41,0,0,
Australia and Oceania,2016,Jun,1231.613364,2249.502789,1017.889425,4.9,233.67,0,0,
Australia and Oceania,2016,Jul,1255.982716,2458.327882,1202.345166,4.8,234.68,0,0,
Australia and Oceania,2016,Aug,1218.877789,2357.62693,1138.749141,4.9,234.6,0,0,
Australia and Oceania,2016,Sep,1051.371115,2463.423188,1412.052073,5,234.77,0,0,
Australia and Oceania,2016,Oct,1131.848433,2431.112752,1299.264319,4.9,234.73,0,0,
Australia and Oceania,2016,Nov,1048.621948,2111.567264,1062.945316,4.7,235.15,0,0,
Australia and Oceania,2016,Dec,1027.535735,2211.847463,1184.311728,4.7,235.25,0,0,
Australia and Oceania,2017,Jan,1207.104378,1952.296664,745.192286,4.7,234.28,0,0,
Australia and Oceania,2017,Feb,1011.303617,2344.420189,1333.116572,4.6,236.36,0,0,
Australia and Oceania,2017,Mar,1347.861102,2544.373698,1196.512596,4.4,240.02,0,0,
Australia and Oceania,2017,Apr,1295.023451,2350.583319,1055.559868,4.4,243.33,0,0,
Australia and Oceania,2017,May,1258.531288,2420.072089,1161.540801,4.4,246.13,0,0,
Australia and Oceania,2017,Jun,1349.390548,2562.067715,1212.677167,4.3,247.87,0,0,
Australia and Oceania,2017,Jul,1373.040984,2388.771266,1015.730282,4.3,248.97,0,0,
Australia and Oceania,2017,Aug,1362.750852,2515.310227,1152.559375,4.4,249.74,0,0,
Australia and Oceania,2017,Sep,1212.466656,2430.766168,1218.299512,4.3,249.49,0,0,
Australia and Oceania,2017,Oct,1031.308738,2912.516085,1881.207347,4.2,249.39,0,0,
Australia and Oceania,2017,Nov,1039.656404,2453.528561,1413.872157,4.2,250.28,0,0,
Australia and Oceania,2017,Dec,1247.884906,2626.949194,1379.064288,4.1,249.92,0,0,
Australia and Oceania,2018,Jan,1233.890629,2265.28832,1031.397691,4,250.98,0,0,
Australia and Oceania,2018,Feb,967.683771,2275.346347,1307.662576,4.1,253.74,0,0,
Australia and Oceania,2018,Mar,1272.684946,2500.305897,1227.620951,4,256.61,0,0,
Australia and Oceania,2018,Apr,1238.122876,2571.120234,1332.997358,4,258.85,0,0,
Australia and Oceania,2018,May,1284.835428,2498.215355,1213.379927,3.8,261.88,0,0,
Australia and Oceania,2018,Jun,1284.370461,2730.959477,1446.589016,4,263.56,0,0,
Australia and Oceania,2018,Jul,1380.628689,2430.595185,1049.966496,3.8,264.4,0,0,
Australia and Oceania,2018,Aug,1295.708175,2644.931443,1349.223268,3.8,264.84,0,0,
Australia and Oceania,2018,Sep,1157.330343,2746.692822,1589.362479,3.7,264.13,0,0,
Australia and Oceania,2018,Oct,1229.878138,2673.190628,1443.31249,3.8,263.95,0,0,
Australia and Oceania,2018,Nov,1233.925928,2618.089219,1384.163291,3.8,264.64,0,0,
Australia and Oceania,2018,Dec,1141.370977,2460.111006,1318.740029,3.9,263.77,0,0,
Australia and Oceania,2019,Jan,1252.775428,2336.838589,1084.063161,4,264.58,0,0,1324
Australia and Oceania,2019,Feb,1072.812832,2117.276876,1044.464044,3.8,266.36,0,0,1324
Australia and Oceania,2019,Mar,1292.559367,2565.578818,1273.019451,3.8,269.34,0,0,1324
Australia and Oceania,2019,Apr,1331.011139,2446.399645,1115.388506,3.6,272.38,0,0,1324
Australia and Oceania,2019,May,1490.048219,2390.374302,900.326083,3.6,275.21,0,0,1324
Australia and Oceania,2019,Jun,1285.662728,2589.766753,1304.104025,3.6,276.47,0,0,1324
Australia and Oceania,2019,Jul,1428.580606,2607.955534,1179.374928,3.7,277.43,0,0,1342
Australia and Oceania,2019,Aug,1415.443033,2805.458752,1390.015719,3.7,277.48,0,0,1350
Australia and Oceania,2019,Sep,1122.245788,2482.209691,1359.963903,3.5,278.17,0,0,1279
Australia and Oceania,2019,Oct,1258.217876,3041.299809,1783.081933,3.6,278.27,0,0,1238
Australia and Oceania,2019,Nov,1213.401031,2571.474019,1358.072988,3.6,278.71,0,0,1290
Australia and Oceania,2019,Dec,1239.351825,3068.771269,1829.419444,3.6,279.34,0,0,1446
Australia and Oceania,2020,Jan,1303.337033,2007.777887,704.440854,3.5,280.38,4,0,1514
Australia and Oceania,2020,Feb,1074.017097,2528.806447,1454.78935,3.5,283.64,66,2,1331
Australia and Oceania,2020,Mar,1580.866832,2504.133709,923.266877,4.4,286.34,212592,4947,1400
Australia and Oceania,2020,Apr,2556.028202,1819.655233,-736.372969,14.7,288.64,878237,60329,1439
Australia and Oceania,2020,May,1938.313541,1995.600898,57.287357,13.2,289.54,743386,41797,1459
Australia and Oceania,2020,Jun,1216.847102,1971.006,754.158898,11,293.23,860959,20649,1785
Australia and Oceania,2020,Jul,2149.032953,2433.109229,284.076276,10.2,296.61,1940971,30604,1762
Australia and Oceania,2020,Aug,1564.608938,2397.154984,832.546046,8.4,300.72,1478495,30610,1946
Australia and Oceania,2020,Sep,1426.903192,2359.118219,932.215027,7.9,304.59,1220261,21822,2247
Australia and Oceania,2020,Oct,1145.800566,2524.225503,1378.424937,6.9,307.83,1935667,24008,2231
