year,continent,country,IYR,EYR,Trade_deficit,Average of US_ unemployment_rate,Average of US_housing_price_index,Sum of number_of_covid_cases_US,Sum of number_of_covid_deaths
2021,Central America,El Salvador,2294.81762,3758.585202,-1463.767582,5.36,345.18,206532402,2679372
2020,Central America,El Salvador,1922.904122,2583.801565,-660.897443,8.09,296.17,120458016,2154714
2021,Central America,Panama,710.830817,7421.750254,-6710.919437,5.36,345.18,206532402,2679372
2020,Central America,Panama,708.838634,5659.952231,-4951.113597,8.09,296.17,120458016,2154714
2019,Central America,Panama,439.561874,7536.458841,-7096.896967,3.68,274.48,0,0
2021,Central America,Belize,63.877035,373.242719,-309.365684,5.36,345.18,206532402,2679372
2019,Central America,Belize,57.088093,405.905802,-348.817709,3.68,274.48,0,0
2020,Central America,Belize,51.352794,395.103774,-343.75098,8.09,296.17,120458016,2154714
2019,European Union,Germany,127508.9005,60069.15403,67439.74647,3.68,274.48,0,0
2021,European Union,Germany,123572.6118,59639.05084,63933.56096,5.36,345.18,206532402,2679372
2020,European Union,Germany,115068.9361,57432.84989,57636.08621,8.09,296.17,120458016,2154714
2021,European Union,Ireland,67731.67536,12388.66931,55343.00605,5.36,345.18,206532402,2679372
2020,European Union,Ireland,66016.74777,9575.27245,56441.47532,8.09,296.17,120458016,2154714
2019,European Union,Ireland,61889.50756,9052.318336,52837.18922,3.68,274.48,0,0
2019,European Union,France,57599.61758,37678.67852,19920.93906,3.68,274.48,0,0
2019,European Union,Italy,57253.97175,23674.82516,33579.14659,3.68,274.48,0,0
2021,European Union,Italy,55720.4608,19880.54751,35839.91329,5.36,345.18,206532402,2679372
2020,European Union,Italy,49413.61952,19884.72945,29528.89007,8.09,296.17,120458016,2154714
2021,European Union,France,46242.87061,26862.37992,19380.49069,5.36,345.18,206532402,2679372
2020,European Union,France,42938.15419,27303.05799,15635.0962,8.09,296.17,120458016,2154714
2021,European Union,Netherlands,31966.92058,48438.55377,-16471.63319,5.36,345.18,206532402,2679372
2019,European Union,Netherlands,29673.21796,50999.79244,-21326.57448,3.68,274.48,0,0
2020,European Union,Netherlands,27407.43113,45304.85589,-17897.42476,8.09,296.17,120458016,2154714
2020,European Union,Belgium,20809.68169,27568.07943,-6758.39774,8.09,296.17,120458016,2154714
2019,European Union,Belgium,20121.97603,34728.20006,-14606.22403,3.68,274.48,0,0
2021,European Union,Belgium,19448.02871,30819.82037,-11371.79166,5.36,345.18,206532402,2679372
2021,European Union,Spain,16858.44657,14262.77312,2595.67345,5.36,345.18,206532402,2679372
2019,European Union,Spain,16761.03178,15340.70169,1420.33009,3.68,274.48,0,0
2020,European Union,Spain,15304.96776,12856.23915,2448.72861,8.09,296.17,120458016,2154714
2021,European Union,Sweden,13608.69025,4721.476221,8887.214029,5.36,345.18,206532402,2679372
2021,European Union,Austria,13452.85208,3673.085948,9779.766132,5.36,345.18,206532402,2679372
2019,European Union,Austria,13164.40303,5708.822351,7455.580679,3.68,274.48,0,0
2020,European Union,Sweden,12377.68281,4770.964733,7606.718077,8.09,296.17,120458016,2154714
2019,European Union,Sweden,12126.87919,4367.182802,7759.696388,3.68,274.48,0,0
2020,European Union,Denmark,11625.91496,2941.01431,8684.90065,8.09,296.17,120458016,2154714
2020,European Union,Austria,11620.6154,3429.524125,8191.091275,8.09,296.17,120458016,2154714
2021,European Union,Denmark,11128.17174,3375.737408,7752.434332,5.36,345.18,206532402,2679372
2019,European Union,Denmark,11007.28931,3194.568165,7812.721145,3.68,274.48,0,0
2021,European Union,Poland,8919.982593,5350.685604,3569.296989,5.36,345.18,206532402,2679372
2020,European Union,Poland,8604.569792,4955.495016,3649.074776,8.09,296.17,120458016,2154714
2019,European Union,Poland,8366.628083,5955.363607,2411.264476,3.68,274.48,0,0
2021,European Union,Hungary,6440.122283,2670.441507,3769.680776,5.36,345.18,206532402,2679372
2019,European Union,Finland,6384.69584,1767.687744,4617.008096,3.68,274.48,0,0
2021,European Union,Finland,6083.130461,1597.879674,4485.250787,5.36,345.18,206532402,2679372
2021,European Union,Czech Republic,5784.321511,3336.79563,2447.525881,5.36,345.18,206532402,2679372
2020,European Union,Czech Republic,5533.4494,2972.74362,2560.70578,8.09,296.17,120458016,2154714
2019,European Union,Czech Republic,5524.015332,2790.556602,2733.45873,3.68,274.48,0,0
2019,European Union,Hungary,5295.670672,1914.211604,3381.459068,3.68,274.48,0,0
2020,European Union,Hungary,5290.885109,2110.821637,3180.063472,8.09,296.17,120458016,2154714
2019,European Union,Slovakia,5139.092228,389.057348,4750.03488,3.68,274.48,0,0
2020,European Union,Slovakia,5023.922119,332.972789,4690.94933,8.09,296.17,120458016,2154714
2020,European Union,Finland,4927.965825,1575.796524,3352.169301,8.09,296.17,120458016,2154714
2021,European Union,Portugal,4584.971264,2071.875339,2513.095925,5.36,345.18,206532402,2679372
2021,European Union,Slovakia,4569.733903,313.642503,4256.0914,5.36,345.18,206532402,2679372
2019,European Union,Portugal,3888.845875,1715.571669,2173.274206,3.68,274.48,0,0
2020,European Union,Portugal,3778.624321,1658.074683,2120.549638,8.09,296.17,120458016,2154714
2021,European Union,Romania,2653.981315,1265.808117,1388.173198,5.36,345.18,206532402,2679372
2019,European Union,Romania,2375.228655,948.895315,1426.33334,3.68,274.48,0,0
2020,European Union,Romania,2131.763634,922.120512,1209.643122,8.09,296.17,120458016,2154714
2021,European Union,Lithuania,1957.87259,1147.089993,810.782597,5.36,345.18,206532402,2679372
2021,European Union,Estonia,1680.007894,410.651375,1269.356519,5.36,345.18,206532402,2679372
2021,European Union,Greece,1538.129402,1414.854556,123.274846,5.36,345.18,206532402,2679372
2019,European Union,Greece,1513.109605,1442.108669,71.000936,3.68,274.48,0,0
2021,European Union,Slovenia,1421.569494,215.768523,1205.800971,5.36,345.18,206532402,2679372
2020,European Union,Lithuania,1341.693466,1020.934249,320.759217,8.09,296.17,120458016,2154714
2020,European Union,Greece,1299.380172,1373.72668,-74.346508,8.09,296.17,120458016,2154714
2020,European Union,Slovenia,1192.598486,298.392387,894.206099,8.09,296.17,120458016,2154714
2019,European Union,Lithuania,1101.906418,933.844493,168.061925,3.68,274.48,0,0
2020,European Union,Estonia,1071.623056,344.985623,726.637433,8.09,296.17,120458016,2154714
2021,European Union,Bulgaria,1054.922137,301.760193,753.161944,5.36,345.18,206532402,2679372
2019,European Union,Estonia,999.648649,410.568393,589.080256,3.68,274.48,0,0
2019,European Union,Slovenia,963.298696,344.202007,619.096689,3.68,274.48,0,0
2019,European Union,Bulgaria,909.669578,462.450894,447.218684,3.68,274.48,0,0
2020,European Union,Bulgaria,847.712656,375.066123,472.646533,8.09,296.17,120458016,2154714
2019,European Union,Latvia,814.593276,551.810107,262.783169,3.68,274.48,0,0
2021,European Union,Croatia,773.061757,678.800587,94.26117,5.36,345.18,206532402,2679372
2021,European Union,Latvia,630.071641,385.79006,244.281581,5.36,345.18,206532402,2679372
2020,European Union,Croatia,601.328736,316.221689,285.107047,8.09,296.17,120458016,2154714
2019,European Union,Croatia,548.529672,710.848042,-162.31837,3.68,274.48,0,0
2020,European Union,Latvia,519.994281,306.136086,213.858195,8.09,296.17,120458016,2154714
2021,European Union,Malta,234.252995,122.646053,111.606942,5.36,345.18,206532402,2679372
2020,European Union,Malta,171.559303,138.102369,33.456934,8.09,296.17,120458016,2154714
2019,European Union,Malta,171.32183,143.319347,28.002483,3.68,274.48,0,0
2019,European Union,Cyprus,72.00249,204.403541,-132.401051,3.68,274.48,0,0
2020,European Union,Cyprus,59.397527,102.938759,-43.541232,8.09,296.17,120458016,2154714
2021,European Union,Cyprus,57.097776,216.374539,-159.276763,5.36,345.18,206532402,2679372
2020,Oceania,Australia,14427.90738,23381.50103,-8953.59365,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Australia,11306.6828,24243.87492,-12937.19212,5.358333333,345.175,206532402,2679372
2019,Oceania,Australia,10823.88601,25867.13619,-15043.25018,3.675,274.4783333,0,0
2021,Oceania,New Zealand,4529.589454,3395.24666,1134.342794,5.358333333,345.175,206532402,2679372
2020,Oceania,New Zealand,4208.04218,3195.462927,1012.579253,8.091666667,296.1666667,120458016,2154714
2019,Oceania,New Zealand,4113.468795,3946.988296,166.480499,3.675,274.4783333,0,0
2019,Oceania,Fiji,246.760896,102.9098,143.851096,3.675,274.4783333,0,0
2020,Oceania,Fiji,223.378022,39.505205,183.872817,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Fiji,219.868309,174.880269,44.98804,5.358333333,345.175,206532402,2679372
2020,Oceania,Papua New Guinea,86.406148,62.51663,23.889518,8.091666667,296.1666667,120458016,2154714
2021,Oceania,French Polynesia,78.445065,121.03603,-42.590965,5.358333333,345.175,206532402,2679372
2019,Oceania,Papua New Guinea,70.161983,95.190112,-25.028129,3.675,274.4783333,0,0
2021,Oceania,Papua New Guinea,69.129493,40.826791,28.302702,5.358333333,345.175,206532402,2679372
2019,Oceania,French Polynesia,51.42625,650.926929,-599.500679,3.675,274.4783333,0,0
2019,Oceania,New Caledonia,44.8814,74.466706,-29.585306,3.675,274.4783333,0,0
2021,Oceania,New Caledonia,44.084755,55.49213,-11.407375,5.358333333,345.175,206532402,2679372
2020,Oceania,New Caledonia,31.005779,60.50958,-29.503801,8.091666667,296.1666667,120458016,2154714
2020,Oceania,Marshall Islands,30.825495,120.005166,-89.179671,8.091666667,296.1666667,120458016,2154714
2020,Oceania,French Polynesia,20.344034,126.357201,-106.013167,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Marshall Islands,14.097137,224.775834,-210.678697,5.358333333,345.175,206532402,2679372
2019,Oceania,Marshall Islands,10.523554,105.172444,-94.64889,3.675,274.4783333,0,0
2021,Oceania,Samoa,8.596987,31.470098,-22.873111,5.358333333,345.175,206532402,2679372
2019,Oceania,Samoa,7.091126,52.803233,-45.712107,3.675,274.4783333,0,0
2021,Oceania,Vanuatu,6.202037,4.283612,1.918425,5.358333333,345.175,206532402,2679372
2019,Oceania,Vanuatu,6.074134,4.64953,1.424604,3.675,274.4783333,0,0
2019,Oceania,Solomon Islands,5.828337,19.82679,-13.998453,3.675,274.4783333,0,0
2020,Oceania,Vanuatu,5.118694,7.014193,-1.895499,8.091666667,296.1666667,120458016,2154714
2019,Oceania,Tonga,4.996943,20.401913,-15.40497,3.675,274.4783333,0,0
2020,Oceania,Samoa,4.951127,26.315089,-21.363962,8.091666667,296.1666667,120458016,2154714
2019,Oceania,Nauru,4.062974,1.232259,2.830715,3.675,274.4783333,0,0
2020,Oceania,Nauru,3.727596,0.607028,3.120568,8.091666667,296.1666667,120458016,2154714
2020,Oceania,Solomon Islands,3.324774,4.66755,-1.342776,8.091666667,296.1666667,120458016,2154714
2020,Oceania,Tonga,3.049646,14.666424,-11.616778,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Tonga,2.846307,17.057756,-14.211449,5.358333333,345.175,206532402,2679372
2019,Oceania,Kiribati,2.791976,2.188142,0.603834,3.675,274.4783333,0,0
2020,Oceania,Micronesia,2.769962,57.813592,-55.04363,8.091666667,296.1666667,120458016,2154714
2020,Oceania,Cook Islands,2.45265,3.252366,-0.799716,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Nauru,2.162087,1.303793,0.858294,5.358333333,345.175,206532402,2679372
2021,Oceania,Micronesia,2.145958,44.354164,-42.208206,5.358333333,345.175,206532402,2679372
2021,Oceania,Solomon Islands,1.694569,14.551565,-12.856996,5.358333333,345.175,206532402,2679372
2019,Oceania,Micronesia,1.557816,45.315708,-43.757892,3.675,274.4783333,0,0
2019,Oceania,Palau,1.473663,19.58078,-18.107117,3.675,274.4783333,0,0
2021,Oceania,Cook Islands,1.191872,3.859697,-2.667825,5.358333333,345.175,206532402,2679372
2020,Oceania,Kiribati,1.126411,1.714888,-0.588477,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Kiribati,0.912786,1.913048,-1.000262,5.358333333,345.175,206532402,2679372
2020,Oceania,Wallis and Futuna,0.792261,0.156174,0.636087,8.091666667,296.1666667,120458016,2154714
2020,Oceania,Niue,0.654819,0.173706,0.481113,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Niue,0.563908,0.092092,0.471816,5.358333333,345.175,206532402,2679372
2021,Oceania,Palau,0.510592,25.385369,-24.874777,5.358333333,345.175,206532402,2679372
2019,Oceania,Cook Islands,0.508881,10.645069,-10.136188,3.675,274.4783333,0,0
2019,Oceania,Niue,0.46039,0.251587,0.208803,3.675,274.4783333,0,0
2020,Oceania,Palau,0.458132,21.107173,-20.649041,8.091666667,296.1666667,120458016,2154714
2021,Oceania,Tuvalu,0.260834,0.426078,-0.165244,5.358333333,345.175,206532402,2679372
2019,Oceania,Tuvalu,0.15527,0.832383,-0.677113,3.675,274.4783333,0,0
2021,Oceania,Wallis and Futuna,0.102763,0.029788,0.072975,5.358333333,345.175,206532402,2679372
2020,Oceania,Pitcairn Islands,0.102049,0,0.102049,8.091666667,296.1666667,120458016,2154714
2019,Oceania,Norfolk Island,0.080778,0.012606,0.068172,3.675,274.4783333,0,0
2020,Oceania,Tuvalu,0.065713,1.681998,-1.616285,8.091666667,296.1666667,120458016,2154714
2019,Oceania,Wallis and Futuna,0.050346,0.471688,-0.421342,3.675,274.4783333,0,0
2021,Oceania,Pitcairn Islands,0.05012,0.004836,0.045284,5.358333333,345.175,206532402,2679372
2021,Oceania,Norfolk Island,0.049434,0.254336,-0.204902,5.358333333,345.175,206532402,2679372
2020,Oceania,Norfolk Island,0.03808,11.706526,-11.668446,8.091666667,296.1666667,120458016,2154714
2019,Oceania,Pitcairn Islands,0.023543,0.006273,0.01727,3.675,274.4783333,0,0
2019,South America,Brazil,30934.46186,42866.31313,-11931.85127,3.675,274.4783333,0,0
2021,South America,Brazil,28256.19588,42782.92006,-14526.72418,5.358333333,345.175,206532402,2679372
2020,South America,Brazil,23396.86417,34594.96448,-11198.10031,8.091666667,296.1666667,120458016,2154714
2019,South America,Colombia,14151.32498,14750.44708,-599.1221,3.675,274.4783333,0,0
2021,South America,Chile,13785.40137,15807.45538,-2022.05401,5.358333333,345.175,206532402,2679372
2021,South America,Colombia,11866.57152,14758.8681,-2892.29658,5.358333333,345.175,206532402,2679372
2020,South America,Colombia,10797.95962,11913.53255,-1115.57293,8.091666667,296.1666667,120458016,2154714
2019,South America,Chile,10393.82728,15709.11029,-5315.28301,3.675,274.4783333,0,0
2020,South America,Chile,10107.46743,12482.95908,-2375.49165,8.091666667,296.1666667,120458016,2154714
2021,South America,Ecuador,7307.126929,4563.720545,2743.406384,5.358333333,345.175,206532402,2679372
2019,South America,Ecuador,6952.579082,5569.45745,1383.121632,3.675,274.4783333,0,0
2019,South America,Peru,6139.467888,9658.321069,-3518.853181,3.675,274.4783333,0,0
2021,South America,Peru,6095.822836,9126.082415,-3030.259579,5.358333333,345.175,206532402,2679372
2020,South America,Ecuador,5939.640369,4132.909494,1806.730875,8.091666667,296.1666667,120458016,2154714
2020,South America,Peru,5522.108456,7575.958827,-2053.850371,8.091666667,296.1666667,120458016,2154714
2019,South America,Argentina,4930.104906,8145.477562,-3215.372656,3.675,274.4783333,0,0
2021,South America,Argentina,4584.324481,7034.317484,-2449.993003,5.358333333,345.175,206532402,2679372
2020,South America,Argentina,4190.388209,5914.992293,-1724.604084,8.091666667,296.1666667,120458016,2154714
2021,South America,Trinidad and Tobago,3935.754191,2493.006913,1442.747278,5.358333333,345.175,206532402,2679372
2019,South America,Trinidad and Tobago,3426.165444,2816.83144,609.334004,3.675,274.4783333,0,0
2020,South America,Trinidad and Tobago,2478.636865,2400.558921,78.077944,8.091666667,296.1666667,120458016,2154714
2021,South America,Guyana,2228.452193,915.590486,1312.861707,5.358333333,345.175,206532402,2679372
2019,South America,Venezuela,1933.744473,1302.132143,631.61233,3.675,274.4783333,0,0
2020,South America,Guyana,748.242415,654.544026,93.698389,8.091666667,296.1666667,120458016,2154714
2021,South America,Uruguay,589.371193,1514.777665,-925.406472,5.358333333,345.175,206532402,2679372
2020,South America,Uruguay,554.665962,1217.057095,-662.391133,8.091666667,296.1666667,120458016,2154714
2019,South America,Uruguay,519.02417,1616.17504,-1097.15087,3.675,274.4783333,0,0
2021,South America,Bolivia,470.394655,471.5552,-1.160545,5.358333333,345.175,206532402,2679372
2019,South America,Bolivia,454.834719,552.267876,-97.433157,3.675,274.4783333,0,0
2020,South America,Bolivia,380.020447,447.109878,-67.089431,8.091666667,296.1666667,120458016,2154714
2021,South America,Venezuela,264.880634,1520.082145,-1255.201511,5.358333333,345.175,206532402,2679372
2020,South America,Suriname,180.209963,267.384625,-87.174662,8.091666667,296.1666667,120458016,2154714
2021,South America,Paraguay,171.125029,1915.371487,-1744.246458,5.358333333,345.175,206532402,2679372
2020,South America,Venezuela,167.405606,1130.314357,-962.908751,8.091666667,296.1666667,120458016,2154714
2019,South America,Paraguay,161.680943,2108.012369,-1946.331426,3.675,274.4783333,0,0
2020,South America,Paraguay,149.834685,1267.396266,-1117.561581,8.091666667,296.1666667,120458016,2154714
2019,South America,Guyana,131.690648,671.829417,-540.138769,3.675,274.4783333,0,0
2019,South America,Suriname,82.889047,382.282575,-299.393528,3.675,274.4783333,0,0
2019,South America,Curacao,71.461631,409.980207,-338.518576,3.675,274.4783333,0,0
2021,South America,Suriname,61.040433,279.550086,-218.509653,5.358333333,345.175,206532402,2679372
2021,South America,Curacao,37.64842,318.411545,-280.763125,5.358333333,345.175,206532402,2679372
2020,South America,Aruba,34.124575,308.565433,-274.440858,8.091666667,296.1666667,120458016,2154714
2020,South America,Curacao,27.854676,348.455005,-320.600329,8.091666667,296.1666667,120458016,2154714
2021,South America,Aruba,26.841416,426.111674,-399.270258,5.358333333,345.175,206532402,2679372
2019,South America,Aruba,19.8444,560.166262,-540.321862,3.675,274.4783333,0,0
2019,South America,Falkland Islands(Islas Malvin,18.835105,0.317783,18.517322,3.675,274.4783333,0,0
2020,South America,Falkland Islands(Islas Malvin,11.404187,0.305611,11.098576,8.091666667,296.1666667,120458016,2154714
2021,South America,Falkland Islands(Islas Malvin,10.624716,0.271385,10.353331,5.358333333,345.175,206532402,2679372
2020,South America,French Guiana,6.131536,482.576101,-476.444565,8.091666667,296.1666667,120458016,2154714
2019,South America,French Guiana,0.332806,332.233664,-331.900858,3.675,274.4783333,0,0
2021,South America,French Guiana,0.242867,188.280093,-188.037226,5.358333333,345.175,206532402,2679372
2019,North America,Canada,318778.3258,292820.2576,-44045.3011,3.675,274.4783333,0,0
2020,North America,Canada,270313.4353,255392.3447,-25958.0682,8.091666667,296.1666667,120458016,2154714
2021,North America,Canada,357859.1099,307691.7091,-14921.0906,5.358333333,345.175,206532402,2679372
2019,North America,Mexico,356157.0985,256315.8275,-99841.271,3.675,274.4783333,0,0
2020,North America,Mexico,325211.886,211481.0207,-113730.8653,8.091666667,296.1666667,120458016,2154714
2021,North America,Mexico,386085.9229,276807.0212,-109278.9017,5.358333333,345.175,206532402,2679372
